URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://worldhealthorganization.github.io/smart-ips-pilgrimage/branches/consent-policies/ValueSet/IPS.HAJJ.CONSENT,0.1.0,active,,IPS_HAJJ_CONSENT,IPS.HAJJ.CONSENT ValueSet of consent policies,"ValueSet of codes for consent policies for Hajj pilgrims",,"Internal"
